requirement_id,claim_id,chapter,categories,component_candidates,source_path,implementation_status,verification_status
REQ-01634,EAR1-C17-0083,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01635,EAR1-C17-0084,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01636,EAR1-C17-0086,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01637,EAR1-C17-0090,17,evidence;verification;failure_recovery,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01638,EAR1-C17-0091,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01639,EAR1-C17-0092,17,evidence,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01640,EAR1-C17-0093,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01641,EAR1-C17-0094,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01642,EAR1-C17-0097,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01643,EAR1-C17-0099,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01644,EAR1-C17-0102,17,measurement;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01645,EAR1-C17-0103,17,verification;human_authority,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01646,EAR1-C17-0105,17,measurement;human_authority,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01647,EAR1-C17-0106,17,evidence,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01648,EAR1-C17-0107,17,evidence;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01649,EAR1-C17-0108,17,measurement;evidence;failure_recovery,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01650,EAR1-C17-0109,17,evidence;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01651,EAR1-C17-0110,17,evidence;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01652,EAR1-C17-0111,17,measurement;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01653,EAR1-C17-0112,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01654,EAR1-C17-0113,17,evidence,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01655,EAR1-C17-0114,17,measurement;evidence;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01656,EAR1-C17-0117,17,verification,COMP-006,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01657,EAR1-C17-0118,17,evidence;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01658,EAR1-C17-0119,17,measurement;evidence;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01659,EAR1-C17-0120,17,measurement;evidence,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01660,EAR1-C17-0121,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01661,EAR1-C17-0123,17,evidence,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01662,EAR1-C17-0128,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01663,EAR1-C17-0129,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01664,EAR1-C17-0133,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01665,EAR1-C17-0134,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01666,EAR1-C17-0135,17,evidence;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01667,EAR1-C17-0136,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01668,EAR1-C17-0138,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01669,EAR1-C17-0140,17,human_authority,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01670,EAR1-C17-0141,17,evidence,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01671,EAR1-C17-0142,17,evidence,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01672,EAR1-C17-0146,17,measurement;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01673,EAR1-C17-0147,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01674,EAR1-C17-0151,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01675,EAR1-C17-0152,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01676,EAR1-C17-0154,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01677,EAR1-C17-0156,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01678,EAR1-C17-0158,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01679,EAR1-C17-0159,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01680,EAR1-C17-0160,17,verification;human_authority,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01681,EAR1-C17-0161,17,measurement;evidence;verification;human_authority,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01682,EAR1-C17-0162,17,measurement;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01683,EAR1-C17-0163,17,evidence;verification;human_authority,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01684,EAR1-C17-0164,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01685,EAR1-C17-0165,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01686,EAR1-C17-0166,17,human_authority,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01687,EAR1-C17-0167,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01688,EAR1-C17-0168,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01689,EAR1-C17-0169,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01690,EAR1-C17-0170,17,evidence;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01691,EAR1-C17-0172,17,evidence,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01692,EAR1-C17-0174,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01693,EAR1-C17-0175,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01694,EAR1-C17-0176,17,evidence;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01695,EAR1-C17-0177,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01696,EAR1-C17-0178,17,verification;failure_recovery,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01697,EAR1-C17-0179,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01698,EAR1-C17-0180,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01699,EAR1-C17-0181,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01700,EAR1-C17-0182,17,measurement;evidence;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01701,EAR1-C17-0183,17,failure_recovery,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01702,EAR1-C17-0186,17,failure_recovery,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01703,EAR1-C17-0187,17,evidence,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01704,EAR1-C17-0189,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01705,EAR1-C17-0190,17,failure_recovery,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01706,EAR1-C17-0191,17,evidence;failure_recovery,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01707,EAR1-C17-0192,17,verification,COMP-012,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01708,EAR1-C17-0193,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01709,EAR1-C17-0196,17,evidence,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01710,EAR1-C17-0197,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01711,EAR1-C17-0198,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01712,EAR1-C17-0199,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01713,EAR1-C17-0203,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01714,EAR1-C17-0204,17,evidence,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01715,EAR1-C17-0205,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01716,EAR1-C17-0206,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01717,EAR1-C17-0207,17,measurement;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01718,EAR1-C17-0210,17,evidence;verification;failure_recovery,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01719,EAR1-C17-0212,17,measurement;evidence;verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01720,EAR1-C17-0213,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01721,EAR1-C17-0214,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01722,EAR1-C17-0215,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01723,EAR1-C17-0222,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01724,EAR1-C17-0223,17,human_authority,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01725,EAR1-C17-0228,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01726,EAR1-C17-0229,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01727,EAR1-C17-0230,17,human_authority,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01728,EAR1-C17-0236,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01729,EAR1-C17-0238,17,human_authority,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01730,EAR1-C17-0240,17,human_authority,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01731,EAR1-C17-0246,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01732,EAR1-C17-0247,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01733,EAR1-C17-0248,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01734,EAR1-C17-0252,17,measurement,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01735,EAR1-C17-0255,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01736,EAR1-C17-0257,17,verification,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01737,EAR1-C17-0260,17,evidence,,Moodify_Ear_v1_Chapter_17_Package/Moodify_Ear_v1_Chapter_17/Moodify_Ear_v1_Chapter_17.md,UNMAPPED,UNVERIFIED
REQ-01738,EAR1-C18-0001,18,verification,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01739,EAR1-C18-0003,18,measurement;evidence,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01740,EAR1-C18-0007,18,verification,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01741,EAR1-C18-0008,18,evidence;verification,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01742,EAR1-C18-0013,18,measurement;evidence,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01743,EAR1-C18-0016,18,evidence;verification,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01744,EAR1-C18-0017,18,evidence,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01745,EAR1-C18-0021,18,measurement;verification,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01746,EAR1-C18-0023,18,verification;human_authority,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01747,EAR1-C18-0026,18,measurement,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01748,EAR1-C18-0027,18,measurement,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01749,EAR1-C18-0028,18,verification,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01750,EAR1-C18-0040,18,measurement;verification,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01751,EAR1-C18-0042,18,failure_recovery,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01752,EAR1-C18-0044,18,measurement,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01753,EAR1-C18-0045,18,measurement,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01754,EAR1-C18-0046,18,evidence,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01755,EAR1-C18-0047,18,human_authority,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01756,EAR1-C18-0048,18,verification;human_authority,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01757,EAR1-C18-0050,18,evidence,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01758,EAR1-C18-0051,18,evidence,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01759,EAR1-C18-0052,18,verification;human_authority,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01760,EAR1-C18-0055,18,evidence,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01761,EAR1-C18-0057,18,evidence,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01762,EAR1-C18-0058,18,evidence,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01763,EAR1-C18-0060,18,evidence;failure_recovery,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01764,EAR1-C18-0063,18,verification,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
REQ-01765,EAR1-C18-0064,18,evidence,,Moodify_Ear_v1_Chapter_18_Package/Moodify_Ear_v1_Chapter_18/Moodify_Ear_v1_Chapter_18.md,UNMAPPED,UNVERIFIED
