status,path,domain_first_pass,action_first_pass,manual_action,canonical_target,evidence_tests,notes
A,moodify_runtime/craft_memory.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/craft_presets.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/craft_probes.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/craft_processes.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/craft_proposals.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/craft_selector.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/data_asset.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/data_loop_runner.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/failure.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/fusion_scorer.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/hardening_gates.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/historical_compatibility.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/learning_store.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/learning_surface.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/listening.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/mainline_registry.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/metrics.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/mrs_calibration.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/mrs_engine.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/mrs_surface.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/operator_api.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/operator_console.html,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/operator_console.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/operator_dashboard.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/over_dark.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/pdf_assets.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/pdf_ct_builder.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/pdf_qa.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/pdf_report.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/pdf_templates.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/planner.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/product_integration.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/queue.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/recommenders/__init__.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/recommenders/base.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/recommenders/engine.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/recommenders/operator_next_mhp.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/recommenders/penalty_preset.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/recommenders/runtime_reliability.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/recommenders/score_disagreement.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/registry.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/report.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/runner.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/runtime_events.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/runtime_failures.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/runtime_state.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/scheduler.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/schema_registry.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/significance_evaluator.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/studio.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/supervisor.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/__init__.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/conftest.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/gate_helpers.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_acoustic_ct.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_api_calibration.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_api_contract.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_api_jobs.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_api_scheduler.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_api_studio.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_api_system.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_atomic_pair_writer.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_atomic_run_outputs.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_cli.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_cloud_worker.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_collectors.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_command_safety.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_config.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_console_interaction.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_craft.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_craft_22.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_craft_chain_direct.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_craft_memory.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_craft_presets.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_craft_processes.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_craft_proposals.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_craft_selector_direct.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_craft_texture.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_data_asset.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_data_loop_integration.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_edge_cases.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_fail_open_closure.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_failure.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_full_stack_smoke.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_historical_compatibility.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_institutional_memory.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_listening.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_metrics.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_mrs_calibration.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_mrs_engine.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_mrs_gate.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_mt001_gate3_config.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_mt001_smoke_config.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_mt002_mrs_score_manifest.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_mt002_validate_mrs_matrix.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_multi_job.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_operator_api.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_operator_console.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_operator_dashboard.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_operator_job_runner.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_operator_report_bundle.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_over_dark.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_pdf_assets.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_pdf_ct_builder.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_pdf_qa.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_pdf_report.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_pdf_templates.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_planner.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_product_integration.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_queue.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_real_audio.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_recommenders.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_registry.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_report.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_report_runner.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_runner.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_runner_rights_gate.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_runner_texture.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_runtime_events.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_runtime_failures.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_runtime_state.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_runtime_supervisor.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_scheduler.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_studio.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_studio_os_alpha.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_supervisor.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_tidal_core.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_tidal_cycle.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_tidal_intelligence.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_tidal_operations.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_utils.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tests/test_velocity.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tidal_cycle.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tidal_intelligence.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/tidal_operations.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/trend_analyzer.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/utils.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/velocity.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,moodify_runtime/xclp_gate.py,PPE_RUNTIME,REVIEW,REIMPLEMENT,moodify.production,Competing state/runtime authority; migrate by contract,First-pass decision; high-value subsystems are reviewed in companion reports.
A,night/configs/night_config.example.json,CLOUD,REVIEW,KEEP_AS_REFERENCE,infrastructure,Infrastructure concepts only; no product authority,First-pass decision; high-value subsystems are reviewed in companion reports.
A,night/docs/LOCAL_CLAUDE_PROMPT.md,CLOUD,REVIEW,KEEP_AS_REFERENCE,infrastructure,Infrastructure concepts only; no product authority,First-pass decision; high-value subsystems are reviewed in companion reports.
A,night/docs/NIGHT_RUNNER_README.md,CLOUD,REVIEW,KEEP_AS_REFERENCE,infrastructure,Infrastructure concepts only; no product authority,First-pass decision; high-value subsystems are reviewed in companion reports.
